"file","swedish","english","chinese" 
"English\Pixie_YouAreMemberNow.eng.mtf","Inga vakter alls","No guards at all","根本没有警卫"
"English\Pixie_YouAreMemberNow.eng.mtf","Så vitt jag kunnat förstå i alla fall","As far as I know, at least","无论如何，据我所知"
"English\Pixie_YouAreMemberNow.eng.mtf","OK...","OK...","好的..."
"English\Pixie_YouAreMemberNow.eng.mtf","Mm?","Mm?","嗯？"
"English\Pixie_YouAreMemberNow.eng.mtf","Däremot så har de en väldigt effektiv grind","But they do have a very effective gate","然而，他们有一个非常有效的门"
"English\Pixie_YouAreMemberNow.eng.mtf","Den spärrar av spårvagnsstationen inne i fabriken","It blocks off the tram station inside the factory","它封锁了工厂内的电车站"
"English\Pixie_YouAreMemberNow.eng.mtf","Ah, den har jag sett","Ah, I've seen it","啊，我见过那个"
"English\Pixie_YouAreMemberNow.eng.mtf","Jaha?","Yeah?","是的？"
"English\Pixie_YouAreMemberNow.eng.mtf","Så att inte vem som helst kan gå in","So not just anyone can enter","这样不是什么人都可以进入"
"English\Pixie_YouAreMemberNow.eng.mtf","Men kan man inte bara hacka grinden?","But can't you hack the gate?","但你就不能直接破门吗？"
"English\Pixie_YouAreMemberNow.eng.mtf","Om det vore så enkelt...","If only it was that simple...","像那么简单就好了..."
"English\Pixie_YouAreMemberNow.eng.mtf","Den som så mycket rör vid en hackdev där inne blir paralyserad","Whoever so much as touches a hackdev in there is paralyzed","任何接触过黑客开发人员的人都会瘫痪"
"English\Pixie_YouAreMemberNow.eng.mtf","Det är fullkomligt livsfarligt men de bryr sig tydligen inte","It's absolutely lethal but they don't seem to care","这绝对危及生命，但显然他们不在乎"
"English\Pixie_YouAreMemberNow.eng.mtf","Hur tar man sig in då?","How do you get in then?","那你怎么进去呢？"
"English\Pixie_YouAreMemberNow.eng.mtf","Jo! Jag har en idé som skulle kunna fungera...","Right! I have this idea that I think might work...","是的！我有一个想法，可能可行......"
"English\Pixie_YouAreMemberNow.eng.mtf","Varje kväll kör de mineraler från gruvan till ett lager i fabriken","Every night they transport minerals from the mine to a warehouse at the factory","每天晚上，他们将矿物从矿井运到工厂的仓库"
"English\Pixie_YouAreMemberNow.eng.mtf","Vi är rätt säkra på att detta kan utnyttjas för att ta sig in bakvägen","The team's pretty sure we can use this to get in from the back of the building","我们非常确定这可能会被利用来阻碍"
"English\Pixie_YouAreMemberNow.eng.mtf","Det enda problemet som kvarstår är att lyckas ta sig ut helskinnad","Only problem remaining is getting out in one piece","唯一剩下的问题是如何毫发无伤地脱身"
"English\Pixie_YouAreMemberNow.eng.mtf","Larmsystemen fungerar förmodligen lika bra för att hålla någon fånge i byggnaden","Their alarm system is probably liable to trap you inside the building","警报系统可能同样可以将某人囚禁在建筑物内"
"English\Pixie_YouAreMemberNow.eng.mtf","OK..?","OK...?","好的..？"
"English\Pixie_YouAreMemberNow.eng.mtf","Men förhoppningsvis går det att komma på något sätt att inaktivera säkerhetssystemen","But hopefully there's a way to deactivate the security systems","但希望能找到某种方法来禁用安全系统"
"English\Pixie_YouAreMemberNow.eng.mtf","Innifrån alltså","From the inside, I mean","那么从内部来说"
"English\Pixie_YouAreMemberNow.eng.mtf","Och om det inte går?","And if there isn't?","如果不起作用呢？"
"English\Pixie_YouAreMemberNow.eng.mtf","Då får du tänka ut en alternativ plan!","Then you'll have to think of a plan B!","然后你就可以想出一个替代计划！"
"English\Pixie_YouAreMemberNow.eng.mtf","Ja, det är nog inte så svårt!","Yeah, shouldn't be too hard!","是的，这可能并不那么困难！"
"English\Pixie_YouAreMemberNow.eng.mtf","Bra inställning!","I like your attitude!","好的态度！"
"English\Pixie_YouAreMemberNow.eng.mtf","Det känns inte helt genomtänkt det här","Doesn't sound like you really thought this through","这感觉没有经过深思熟虑"
"English\Pixie_YouAreMemberNow.eng.mtf","Är det många som försöker bryta sig in där eller?","Do a lot of people try to break in there?","是不是有很多人想闯进来？"
"English\Pixie_YouAreMemberNow.eng.mtf","Jag vet inte","I don't know","我不知道"
"English\Pixie_YouAreMemberNow.eng.mtf","Antar det, deras mineraler är värda mer än jag vågar tänka på","I guess so, their minerals are worth more than I even dare imagine","我猜他们的矿物质比我想象的更值钱"
"English\Pixie_YouAreMemberNow.eng.mtf","Du är väl inte feg?","You're not too chicken for this, are you?","你不是胆小鬼，是吗？"
"English\Pixie_YouAreMemberNow.eng.mtf","Nej, såklart inte","No, of course not","不，当然不"
"English\Pixie_YouAreMemberNow.eng.mtf","Kanske lite...","Maybe a little...","或许一点点..."
"English\Pixie_YouAreMemberNow.eng.mtf","Jag tror jag är redo att dra när som helst","I'm ready to roll whenever","我想我随时准备出发"
"English\Pixie_YouAreMemberNow.eng.mtf","Säg till när du vill sticka!","Let me know when you want to head out!","当你想编织的时候告诉我！"
"English\Pixie_YouAreMemberNow.eng.mtf","Jag tänkte jobba lite nu så kan du förbereda dig","I'm gonna do some work for a while so that you can get ready","我现在要做一些工作，以便你可以做好准备"
"English\Pixie_YouAreMemberNow.eng.mtf","Vi börjar uppdraget vid 16-tiden tänkte jag","I'm thinking we'll start the mission around 16:00","我想我们下午 4 点开始任务"
"English\Pixie_YouAreMemberNow.eng.mtf","Stick inte iväg för långt, jag håller mig här på the lodge","Don't stray too far, I'll be here at the lodge","别走太远，我就留在旅馆里"
"English\Pixie_YouAreMemberNow.eng.mtf","Vi ses på mitt kontor vid kl 16, OK?","Let's meet in my office at 16:00, OK?","下午 4 点我在办公室见你，好吗？"
"English\Pixie_YouAreMemberNow.eng.mtf","Japp","Yup","是的"
"English\Pixie_YouAreMemberNow.eng.mtf","Låter bra!","Sounds good","听起来不错！"
"English\Pixie_YouAreMemberNow.eng.mtf","Mm...","Mhm...","嗯..."
"English\PlayStationTalkDirty.eng.mtf","Hello...","Hello...","你好..."
"English\PlayStationTalkDirty.eng.mtf","SEBASTIAN","SEBASTIAN","塞巴斯蒂安"
"English\PlayStationTalkDirty.eng.mtf","Va?!","What?!","啊？！"
"English\PlayStationTalkDirty.eng.mtf","Hej..?","Hello...?","你好..？"
"English\PlayStationTalkDirty.eng.mtf","Öööö - vem är du?","Uuuh, who are you?","你是谁？"
"English\PlayStationTalkDirty.eng.mtf","Vill du att jag ska ta på dig?","Do you want me to touch you?","你想让我碰你吗？"
"English\PlayStationTalkDirty.eng.mtf","Ta var då?","Touch me where?","那么在哪里？"
"English\PlayStationTalkDirty.eng.mtf","Vad säger du?!","Come again?","你在说什么？！"
"English\PlayStationTalkDirty.eng.mtf","Njae...","Nnnaaah...","出色地..."
"English\PlayStationTalkDirty.eng.mtf","SEBASTIAN","SEBASTIAN","塞巴斯蒂安"
"English\PlayStationTalkDirty.eng.mtf","Du ser sexig ut idag","You look sexy today","你今天看起来很性感"
"English\PlayStationTalkDirty.eng.mtf","Tack","Thx","谢谢"
"English\PlayStationTalkDirty.eng.mtf","Eh, jag måste gå nu","Er, I must be going","呃，我现在得走了"
"English\PlayStationTalkDirty.eng.mtf","Vad händer?!","What's happening?","会发生什么？！"
"English\PlayStationTalkDirty.eng.mtf","Du är en fantastisk man","You're a fantastic man","你是一个了不起的人"
"English\PlayStationTalkDirty.eng.mtf","SEBASTIAN","SEBASTIAN","塞巴斯蒂安"
"English\PlayStationTalkDirty.eng.mtf","Jag vill att du ska komma i min mun","I want you to cum in my mouth","我想让你进入我的嘴里"
"English\PlayStationTalkDirty.eng.mtf","EWWWWW!!!","EWWWWW!!!","呜呜呜！！！"
"English\PlayStationTalkDirty.eng.mtf","Hej då, jag kan inte vara här mer...","Bye, I can't stay any longer...","你好，我不能再在这里了……"
"English\PlayStationTalkDirty.eng.mtf","Vad pratar du om?!?!","What are you talking about?!?!","你在说什么？！？！"
"English\PlayStationTalkDirty.eng.mtf","SEBASTIAN","SEBASTIAN","塞巴斯蒂安"
"English\PlayStationTalkDirty.eng.mtf","Du avvisar mig","You're rejecting me","你拒绝我"
"English\PlayStationTalkDirty.eng.mtf","Du avvisar mig","You're rejecting me","你拒绝我"
"English\PlayStationTalkDirty.eng.mtf","Det gör att jag åtrår dig ännu mer!","It makes my desire for you grow even stronger!","这让我更加想要你！"
"English\Police_Arrival.eng.mtf","Jahapp?","Hmm?","是的？"
"English\Police_Arrival.eng.mtf","Vad händer här?","What's going on here?","这里发生了什么事？"
"English\Police_Arrival.eng.mtf","Jobb...","Work...","工作..."
"English\Police_Arrival.eng.mtf","Fruktansvärt mycket","A lot of it","非常多"
"English\Police_Arrival.eng.mtf","Usch då","That sucks","呃那么"
"English\Police_Arrival.eng.mtf","Synd för dig!","Sucks to be you!","对你太坏了！"
"English\Police_Arrival.eng.mtf","Hrm, jo precis","Hrm, yes indeed","嗯，确实如此"
"English\Police_Arrival.eng.mtf","OK","OK","好的"
"English\Police_Arrival.eng.mtf","Vem är du?","Who are you?","你是谁？"
"English\Police_Arrival.eng.mtf","Jag?","Me?","我？"
"English\Police_Arrival.eng.mtf","Jag är poliskonstapeln här i stan","I'm one of Dorisburg's finest","我是镇上的警察"
"English\Police_Arrival.eng.mtf","Håller ordning och så","Keeping things orderly and whatnot","维持秩序等"
"English\Police_Arrival.eng.mtf","Jag heter Sebastian","My name is Sebastian","我的名字是塞巴斯蒂安"
"English\Police_Arrival.eng.mtf","Sebastian... jaha ja","Sebastian... right, right","塞巴斯蒂安……嗯，是的"
"English\Police_Arrival.eng.mtf","Sebbe var namnet","Seb's the name","塞贝是这个名字"
"English\Police_Arrival.eng.mtf","Jaså jaså","I see, I see","好吧"
"English\Police_Arrival.eng.mtf","Gällde det något särskilt?","Did you have an inquiry of some sort?","它适用于什么特别的事情吗？"
"English\Police_Arrival.eng.mtf","Nej, jag ska gå nu","Nah, I'll be leaving now","不，我现在就去"
"English\Police_Arrival.eng.mtf","Ciao","Ciao","再见"
"English\Police_Arrival.eng.mtf","Har ni mycket brottslingar här inne?","Are there a lot of crooks locked up here?","你们这里有很多罪犯吗？"
"English\Police_Arrival.eng.mtf","Nej, inte en enda faktiskt","No, not a one actually","不，实际上没有一个"
"English\Police_Arrival.eng.mtf","Konstigt","Weird","诡异的"
"English\Police_Arrival.eng.mtf","Vi har rätt bra pli på folk här","We keep people on the straight and narrow","我们对这里的人掌握得很好"
"English\Police_Arrival.eng.mtf","Skönt!","That's a relief!","伟大的！"
"English\Police_Arrival.eng.mtf","Ja, visst är det?!","It is, isn't it?","是的，当然是这样？！"
"English\Police_Arrival.eng.mtf","Var det något annat?","Was there anything else?","是别的什么吗？"
"English\Police_Arrival.eng.mtf","Jag är rätt så rejält upptagen","I'm pretty busy here","我很忙"
"English\Police_Arrival.eng.mtf","Är du den enda polisen här?","Are you the only cop around?","你是这里唯一的警察吗？"
"English\Police_Arrival.eng.mtf","I Dorisburg?","In Dorisburg?","在多里斯堡？"
"English\Police_Arrival.eng.mtf","Ja just det, jo precis...","Yes, right...","是的，就是这样，是的，就是这样……"
"English\Police_Arrival.eng.mtf","OK","OK","好的"
"English\Police_Arrival.eng.mtf","Ensamt?","Lonely?","独自的？"
"English\Police_Arrival.eng.mtf","Det går an","It's alright","有用"
"English\Police_Arrival.eng.mtf","Coolt!","Cool!","凉爽的！"
"English\Police_Arrival.eng.mtf","Är det?","Is it?","是吗？"
"English\Police_Arrival.eng.mtf","Jag måste jobba nu, var det något viktigt eller?","I need to get back to work, unless you had any urgent concerns...?","我现在必须工作，有什么重要的事情吗？"
"English\Police_Arrival.eng.mtf","Nej men nu","What in god's...","不，但是现在"
"English\Police_Arrival.eng.mtf","Vad var det om?","What's this about?","这是关于什么的？"
"English\Police_Arrival.eng.mtf","Vet inte","I don't know","不知道"
"English\Police_Arrival.eng.mtf","AAAH, jag hatar att bli störd när jag arbetar!","AAARGH, I hate being interrupted like this!","啊啊，我讨厌工作时被打扰！"
"English\Police_Arrival.eng.mtf","Adjö","Adieu","再见"
"English\Police_Arrival.eng.mtf","Jag har sett något misstänkt","I saw something suspicious","我看到了可疑的东西"
"English\Police_Arrival.eng.mtf","Mhm?","Mhm?","唔？"
"English\Police_Arrival.eng.mtf","Skoja bara...","Just kidding...","只是在开玩笑..."
"English\Police_Arrival.eng.mtf","Inte OK","That's NOT OK","不好"
"English\Police_Arrival.eng.mtf","Det var någon i hamnen!","There was someone by harbor!","港口里有人了！"
"English\Police_Arrival.eng.mtf","Jaha?","What of it?","是的？"
"English\Police_Arrival.eng.mtf","Jag ska kolla på det sen","I'll look into it later","我稍后检查一下"
"English\Police_Arrival.eng.mtf","Det är något med de här svarta byggnaderna i stan, de som blinkar och låter","There's something odd about those black, beeping and blinking buildings around town","镇上这些黑色的建筑有一些东西，那些眨眼并发出噪音的建筑"
"English\Police_Arrival.eng.mtf","Mm..?","Mm...?","毫米..？"
"English\Police_Arrival.eng.mtf","Jag bry dig inte om dem","I pay them no mind","我不关心他们"
"English\Police_Arrival.eng.mtf","Men vad är de?","But what are they?","但它们是什么？"
"English\Police_Arrival.eng.mtf","OK","OK","好的"
"English\Police_Arrival.eng.mtf","Adjö då","Goodbye then","那么再见"
"English\Police_Arrival.eng.mtf","Jag letar efter en person","I'm looking for someone","我正在找一个人"
"English\Police_Arrival.eng.mtf","Mhm..?","Mhm...?","唔..？"
"English\Police_Arrival.eng.mtf","Är det någon som är försvunnen?","Has someone gone missing?","难道有人失踪了？"
"English\Police_Arrival.eng.mtf","Njae, inte direkt","Well, not exactly","嗯，不直接"
"English\Police_Arrival.eng.mtf","Nej alltså jag letar efter en som kan hjälpa mig","The thing is I'm looking for someone who can help me","不，我正在寻找可以帮助我的人"
"English\Police_Arrival.eng.mtf","Hmm...","Hmm...","嗯..."
"English\Police_Arrival.eng.mtf","Jag kan bara hjälpa dig om du letar efter en försvunnen person","I can only be of help if said person is missing","只有当你正在寻找失踪者时我才能帮助你"
"English\Police_Arrival.eng.mtf","Vilket du inte verkar göra...","Which they apparently are not...","你似乎没有这样做..."
"English\Police_Arrival.eng.mtf","...så adjö!","...so goodbye!","...就这样，再见！"
"English\Police_Arrival.eng.mtf","Hej då!","Bye","再见！"
"English\Police_Arrival.eng.mtf","Ha det gött","Have a good one","玩得开心"
"English\Police_Arrival.eng.mtf","OK... hej då då","OK... bye then","好的，那再见吧"
"English\Police_Arrival.eng.mtf","Har inte tid","No time","没有时间"
"English\Police_Prisoned.eng.mtf","Hallå där","Hey there","你好呀"
"English\Police_Prisoned.eng.mtf","Är det du?","Is it you?","是你吗？"
"English\Police_Prisoned.eng.mtf","Öh, jag det är jag som är polischefen ja","Well, yes I am the Chief of Police, sure","呃，我是警察局长，是的"
"English\Police_Prisoned.eng.mtf","Är jag på polisstationen?","Am I at the police station?","我在警察局吗？"
"English\Police_Prisoned.eng.mtf","Japp","Eyup","是的"
"English\Police_Prisoned.eng.mtf","Var är jag?","Where am I?","我在哪里？"
"English\Police_Prisoned.eng.mtf","Det här är Dorisburgs polisstation","This is Dorisburg Police Station","这是多里斯堡警察局"
"English\Police_Prisoned.eng.mtf","Vem är du?","Who are you?","你是谁？"
"English\Police_Prisoned.eng.mtf","Jag är polis","I'm a cop","我是一名警察"
"English\Police_Prisoned.eng.mtf","Du är arresterad","You're under arrest","你被捕了"
"English\Police_Prisoned.eng.mtf","Intrång på Datorministeriet","Breaking and entering, at the Ministry","入侵计算机部"
"English\Police_Prisoned.eng.mtf","Jaha...","I see..","是的..."
"English\Police_Prisoned.eng.mtf","Mm, OK","Mm, OK","嗯，好的"
"English\Police_Prisoned.eng.mtf","Skit också!","Dammit!","还他妈的！"
"English\Police_Prisoned.eng.mtf","Svante har gett mig rapporten redan","Svante already gave me a report","Svante已经给我报告了"
"English\Police_Prisoned.eng.mtf","Jag måste förhöra dig","I have to interrogate you","我必须审问你"
"English\Police_Prisoned.eng.mtf","Jag vill ha min advokat!","I want my lawyer!","我要我的律师！"
"English\Police_Prisoned.eng.mtf","Du har ingen advokat","You ain't got no lawyer","你没有律师"
"English\Police_Prisoned.eng.mtf","Jag har inte gjort något!","I didn't do anything!","我什么都没做！"
"English\Police_Prisoned.eng.mtf","Så du var inte på Datorministeriet?","So you were never at the Ministry?","那么你不在计算机部？"
"English\Police_Prisoned.eng.mtf","Nej!","No!","不！"
"English\Police_Prisoned.eng.mtf","Jag har loggarna","I've got logs that say otherwise","我有日志"
"English\Police_Prisoned.eng.mtf","Jag ser tydligt att du varit inne på ministeriet","Your trespassing is blindingly obvious","我清楚地看到你一直在魔法部内部"
"English\Police_Prisoned.eng.mtf","Jo...","Well...","是的..."
"English\Police_Prisoned.eng.mtf","Kanske","Maybe","也许"
"English\Police_Prisoned.eng.mtf","Hjälp... mamma","Help... mommy","救命……妈妈"
"English\Police_Prisoned.eng.mtf","Så farligt är det inte","It ain't all that bad","没那么危险"
"English\Police_Prisoned.eng.mtf","Lugna bara ner dig så kommer det här gå bra...","Just keep calm and it'll be alright...","只要冷静下来，一切都会好起来的……"
"English\Police_Prisoned.eng.mtf","OK","OK","好的"
"English\Police_Prisoned.eng.mtf","Ja... jag ska försöka samla mig!","Yes... I'll try to compose myself!","是的……我会努力振作起来！"
"English\Police_Prisoned.eng.mtf","Det är kört. Mitt liv är förstört!","I'm fucked. My life is fucked!","结束了。我的人生就毁了！"
"English\Police_Prisoned.eng.mtf","Rättegången är om några dagar","Trial's in a few days","审判将在几天后进行"
"English\Police_Prisoned.eng.mtf","Jag går och tar en fika så länge","I'll go and have a coffee now","在此期间我要去喝杯咖啡"
"English\Police_Prisoned.eng.mtf","Stick härifrån!","Get out!","离开！"
"English\Police_Prisoned.eng.mtf","Nej sa jag!","I said NO!","我说不！"
"English\Receptionist_Arrival.eng.mtf","Jag har lite bråttom","I'm in a bit of a hurry","我有点着急"
"English\Receptionist_Arrival.eng.mtf","Nej, inte nu","No, not now","不，现在不行"
"English\Receptionist_Arrival.eng.mtf","Ut ur mitt hus!","Get out of my house","从我家滚出去！"
"English\Receptionist_Arrival.eng.mtf","Vad gör ni här?!","What are you doing here?!","你在这里做什么？！"
"English\Receptionist_Arrival.eng.mtf","Gå innan jag tillkallar polis","Go before I call the police","在我报警之前走吧"
"English\Receptionist_Arrival.eng.mtf","Vem söker ni?","Who are you here to see?","你在找谁？"
"English\Receptionist_Arrival.eng.mtf","Ehmmm","Uhh","嗯"
"English\Receptionist_Arrival.eng.mtf","Ehööö","Uhhhhh","呃呃"
"English\Receptionist_Arrival.eng.mtf","Vet inte","I don't know","不知道"
"English\Receptionist_Arrival.eng.mtf","Det är nog bäst att ni lämnar här snarast","I think it'd be best if you leave at once","你最好尽快离开这里"
"English\Receptionist_CanSellSoda.eng.mtf","Vem söker ni?","Who are you looking for?","你在找谁？"
"English\Receptionist_CanSellSoda.eng.mtf","Eh...","Er...","呃..."
"English\Receptionist_CanSellSoda.eng.mtf","Ja?","Yes?","是的？"
"English\Receptionist_CanSellSoda.eng.mtf","Jag söker dig!","I'm looking for you!","我在找你！"
"English\Receptionist_CanSellSoda.eng.mtf","Va?","What?","啊？"
"English\Receptionist_CanSellSoda.eng.mtf","Jag säljer läsk och undrar om du vill köpa en burk?","I sell soda and I'm wondering if you'd like to buy a can?","我在卖苏打水，想知道你想买一罐吗？"
"English\Receptionist_CanSellSoda.eng.mtf","Nej","No","不"
"English\Receptionist_CanSellSoda.eng.mtf","Jag kommer från Wellspring Soda, är du sugen på en svalkande läsk?","I'm from Wellspring Soda, how do you feel about delicious, refreshing soda?","我来自 Wellspring Soda，您想喝一杯冰凉的苏打水吗？"
"English\Receptionist_CanSellSoda.eng.mtf","Wellspring säger du ja?","Wellspring you say, yes?","源泉你说是吗？"
"English\Receptionist_CanSellSoda.eng.mtf","Hehe","Heh","呵呵"
"English\Receptionist_CanSellSoda.eng.mtf","Vi har ett förbud mot försäljare här i våra lokaler","Unsolicited sales are not allowed on the premises","我们禁止卖家在我们的经营场所内进行销售"
"English\Receptionist_CanSellSoda.eng.mtf","Jag måste be er att lämna byggnaden snarast","I have to ask you to leave the building immediately","我必须请你尽快离开大楼"
"English\Receptionist_CanSellSoda.eng.mtf","Ingen särskild","No one in particular","没有什么特别的"
"English\Receptionist_CanSellSoda.eng.mtf","Då är det nog bäst att ni lämnar byggnaden snarast","Then it's probably best if you leave as soon as possible","那么你最好尽快离开大楼"
"English\Receptionist_CanSellSoda.eng.mtf","Inga försäljare här sa jag ju","No salesmen allowed, I said","我告诉过你这里没有推销员"
"English\Receptionist_CanSellSoda.eng.mtf","Gå innan jag tillkallar vakter","Please leave before I call security","在我叫警卫之前走吧"
"English\Receptionist_CanSellSoda.eng.mtf","Ni går mig på nerverna herrn","Sir, you are testing my patience","先生，你让我心烦意乱"
"English\Receptionist_Ghosts.eng.mtf","Vem söker ni?","Who are you looking for?","你在找谁？"
"English\Receptionist_Ghosts.eng.mtf","Den ansvarige!","Whoever is responsible here!","负责人！"
"English\Receptionist_Ghosts.eng.mtf","Er chef","Your boss","你的老板"
"English\Receptionist_Ghosts.eng.mtf","Vet inte","I don't know","不知道"
"English\Receptionist_Ghosts.eng.mtf","Det är nog bäst att ni lämnar här snarast","I think you should leave immediately","你最好尽快离开这里"
"English\Receptionist_Ghosts.eng.mtf","Nej! Jag vill veta vem som dödade Ivan","No! I want to know who killed Ivan","不！我想知道是谁杀了伊万"
"English\Receptionist_Ghosts.eng.mtf","Dödade?","Killed?","被杀？"
"English\Receptionist_Ghosts.eng.mtf","Jag vet inte vad ni talar om","I don't know what you're talking about","我不知道你在说什么"
"English\Receptionist_Ghosts.eng.mtf","OK","OK","好的"
"English\Receptionist_Ghosts.eng.mtf","Vem är chef här?","Who's the boss here?","这里谁是老大？"
"English\Receptionist_Ghosts.eng.mtf","Vi har många chefer","We have a lot of bosses","我们有很多经理"
"English\Receptionist_Ghosts.eng.mtf","Överchefer","Superiors","首席执行官"
"English\Receptionist_Ghosts.eng.mtf","Och mellanchefer","Middle managers","以及中层管理人员"
"English\Receptionist_Ghosts.eng.mtf","Delegater","Delegates","代表们"
"English\Receptionist_Ghosts.eng.mtf","Och byråkrater","And beaurocrats","还有官僚们"
"English\Receptionist_Ghosts.eng.mtf","Och så har vi Dr. Monad, såklart","And Dr. Monad, obviously","然后我们有博士。当然是莫纳德"
"English\Receptionist_Ghosts.eng.mtf","Var är han?","Where's he?","他在哪里？"
"English\Receptionist_Ghosts.eng.mtf","HON, om jag får be","SHE, please","她，请问"
"English\Receptionist_Ghosts.eng.mtf","Det kan jag inte säga","I can't tell you","我不能这么说"
"English\Receptionist_Ghosts.eng.mtf","OK","OK","好的"
"English\Receptionist_Ghosts.eng.mtf","Var god lämna nu","Can you be so kind and leave now","请立即离开"
"English\Receptionist_Ghosts.eng.mtf","Men jag vill träffa henne","But I want to meet her","但我想见见她"
"English\Receptionist_Ghosts.eng.mtf","Hon har inte tid för några möten","She doesn't have time for any meetings","她没有时间参加任何会议"
"English\Receptionist_Ghosts.eng.mtf","Men jag vill träffa honom","But I want to meet him","但我想见见他"
"English\Receptionist_Ghosts.eng.mtf","HON har inte tid för några möten","SHE doesn't have time for any meetings","她没有时间参加任何会议"
"English\Receptionist_Ghosts.eng.mtf","God kväll då","Good evening then","那么晚上好"
"English\Receptionist_Ghosts.eng.mtf","Jag tänker inte hjälpa er","I'm not going to help you","我不会帮你的"
"English\Receptionist_HelmetDay.eng.mtf","Ja?","Yes?","是的？"
"English\Receptionist_HelmetDay.eng.mtf","När börjar det?","When does it start?","什么时候开始？"
"English\Receptionist_HelmetDay.eng.mtf","Ska börja kl 11.00","It should start at 11:00","应该在 11 点开始"
"English\Receptionist_HelmetDay.eng.mtf","Hej!","Hello!","你好！"
"English\Receptionist_HelmetDay.eng.mtf","Hrm","Hrm","唔"
"English\Receptionist_LookForModifier.eng.mtf","God dag. Vem söker ni?","Good day. Who are you here to see?","再会。你在找谁？"
"English\Receptionist_LookForModifier.eng.mtf","Eh, ingen speciell","Er, no one in particular","呃，没有特别的人"
"English\Receptionist_LookForModifier.eng.mtf","Det är nog bäst att ni går i så fall","In that case it's best if you leave","在这种情况下，你最好走"
"English\Receptionist_LookForModifier.eng.mtf","Endast personer med ett tydligt ärende får vistas i våra lokaler","Only persons with legitimate business are allowed on our premises","只有情况明确的人才能入住我们的场所"
"English\Receptionist_LookForModifier.eng.mtf","Jag skulle vilja få tag på en sån här 'modifierare'","I'd like to get one of those 'modifiers'","我想要一个像这样的“修改器”"
"English\Receptionist_LookForModifier.eng.mtf","Jaså?","Really?","哦真的吗？"
"English\Receptionist_LookForModifier.eng.mtf","Det går bra","That can be arranged","没关系"
"English\Receptionist_LookForModifier.eng.mtf","Har ni fyllt i blanketterna?","Have you filled out the forms?","你填写表格了吗？"
"English\Receptionist_LookForModifier.eng.mtf","Vad då för blanketter?","What forms?","那么有哪些形式呢？"
"English\Receptionist_LookForModifier.eng.mtf","C-345 Innehav av Modifierare nivå 1","C-345 Posession of Modifer level 1","C-345 拥有 1 级修饰符"
"English\Receptionist_LookForModifier.eng.mtf","Samt DGZXH-230-FB Psykisk hälsa och välbefinnande","And DGZXH-230-FB Psychological Health and Well-being","以及 DGZXH-230-FB 心理健康和福祉"
"English\Receptionist_LookForModifier.eng.mtf","Dessutom måste ni såklart ha GG-120 Bakgrundscheck Nivå 2","You also need a GG-120 Background Check level 2","此外，您当然必须有 GG-120 背景调查 2 级"
"English\Receptionist_LookForModifier.eng.mtf","Och givetvis HYFEN-HYFEN-20 Skadeförsäkring","And of course the HYFEN-HYFEN-20 Insurance","当然还有 HYFEN-HYFEN-20 损坏保险"
"English\Receptionist_LookForModifier.eng.mtf","Plus ett personligt brev","And a cover letter","加上一封私人信件"
"English\Receptionist_LookForModifier.eng.mtf","Oj, det var mycket","Wow, that's a lot","哇，太多了"
"English\Receptionist_LookForModifier.eng.mtf","Så ni har dem inte med er och ifyllda?","So you don't have the papers with you?","那么您没有随身携带并填写这些内容吗？"
"English\Receptionist_LookForModifier.eng.mtf","Nej","No","不"
"English\Receptionist_LookForModifier.eng.mtf","Nej de har jag inte fyllt i","No, I haven't filled them out","否，我还没有填写"
"English\Receptionist_LookForModifier.eng.mtf","Då kan jag tyvärr inte hjälpa er","Then I'm afraid I cannot help you","不幸的是我无法帮助你"
"English\Receptionist_LookForModifier.eng.mtf","Nej, jag har inte hört talas om några sådana","No, I've never heard of them before","不，我没有听说过其中任何一个"
"English\Receptionist_LookForModifier.eng.mtf","All information finns på vår hemsida","All relevant information is available on our website","所有信息均可在我们的网站上找到"
"English\Receptionist_LookForModifier.eng.mtf","OK","OK","好的"
"English\Receptionist_LookForModifier.eng.mtf","Jaha, får kolla där då","Right, I'll have to check there then","是的，我们去那里检查一下"
"English\Receptionist_LookForModifier.eng.mtf","Men vad är det för blanketter då?","But what forms should I fill out?","但它们到底是什么样的形式呢？"
"English\Receptionist_LookForModifier.eng.mtf","Vackert väder idag","Lovely weather today","今天天气好"
"English\Receptionist_LookForModifier.eng.mtf","Datorministeriet undanbeder sig alla typer av kallprat i den här lokalen","The Computer Ministry asks all visitors to refrain from small talk while on the premises","计算机部禁止在这个房间里进行任何形式的推销电话"
"English\Receptionist_LookForModifier.eng.mtf","Kan man få ett jobb här?","Can I land a job here?","你能在这里找到工作吗？"
"English\Receptionist_LookForModifier.eng.mtf","Datorministeriet söker för närvarande inga personer","The Computer Ministry is currently not hiring","计算机部目前没有找人"
"English\Receptionist_LookForModifier.eng.mtf","Så det här är Datorministeriet?","So this is the Computer Ministry?","这就是计算机部吗？"
"English\Receptionist_LookForModifier.eng.mtf","Ja","Yes","是的"
"English\Receptionist_LookForModifier.eng.mtf","Fint","Nice","美好的"
"English\Receptionist_LookForModifier.eng.mtf","Stor byggnad","Big building","大型建筑"
"English\Receptionist_LookForModifier.eng.mtf","Det är lite kallt här inne","It's a little cold in here","这里有点冷"
